0,TIME,SOFTWARE,STATUS,FEATURE,USER_MACHINE,LICENSES
298,11:52:16,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Licensed
299,11:53:28,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-17,(4
300,11:53:28,(ABAQUSLM),DENIED:,cae,kulbir@GWS-17,(Licensed
301,11:57:32,(ABAQUSLM),1683008907/1/6.19-1/4/cae/159472/kulbir/unknown/GWS-24,,,
302,11:57:32,(ABAQUSLM),IN:,cae,kulbir@GWS-24,(4
303,11:57:32,(ABAQUSLM),IN:,abaqus,kulbir@GWS-24,(4
304,11:57:44,(ABAQUSLM),OUT:,abaqus,kulbir@GWS-17,(4
305,11:57:44,(ABAQUSLM),OUT:,cae,kulbir@GWS-17,(4
306,11:57:45,(ABAQUSLM),1683008919/0/6.19-1/0/64/4,63/4/cae/9492/kulbir/unknown/GWS-17,,
307,12:49:27,(lmgrd),TIMESTAMP,5/2/2023,,
308,13:40:57,(ABAQUSLM),DENIED:,abaqus,jagruti@GWS-2,(4
309,13:40:57,(ABAQUSLM),DENIED:,cae,jagruti@GWS-2,(Licensed
310,13:41:17,(ABAQUSLM),DENIED:,abaqus,jagruti@GWS-2,(4
311,13:41:17,(ABAQUSLM),DENIED:,cae,jagruti@GWS-2,(Licensed
312,13:41:31,(ABAQUSLM),DENIED:,abaqus,jagruti@GWS-2,(4
313,13:41:31,(ABAQUSLM),DENIED:,cae,jagruti@GWS-2,(Licensed
314,13:42:14,(ABAQUSLM),DENIED:,abaqus,jagruti@GWS-2,(4
315,13:42:14,(ABAQUSLM),DENIED:,cae,jagruti@GWS-2,(Licensed
316,13:43:15,(ABAQUSLM),DENIED:,abaqus,jagruti@GWS-2,(2
317,13:43:15,(ABAQUSLM),DENIED:,viewer,jagruti@GWS-2,(Licensed
318,13:43:15,(ABAQUSLM),DENIED:,abaqus,jagruti@GWS-2,(2
319,13:43:15,(ABAQUSLM),DENIED:,viewer,jagruti@GWS-2,(Licensed
320,13:43:15,(ABAQUSLM),DENIED:,abaqus,jagruti@GWS-2,(2
321,13:43:15,(ABAQUSLM),DENIED:,cae,jagruti@GWS-2,(Licensed
322,14:09:55,(ABAQUSLM),TIMESTAMP,5/2/2023,,
323,15:34:49,(ABAQUSLM),1683021943/1/6.19-1/4/cae/9492/kulbir/unknown/GWS-17,,,
324,15:34:50,(ABAQUSLM),IN:,cae,kulbir@GWS-17,(4
325,15:34:50,(ABAQUSLM),IN:,abaqus,kulbir@GWS-17,(4
326,17:44:48,(ABAQUSLM),OUT:,abaqus,kathirvelan@GWS-9,(4
327,17:44:48,(ABAQUSLM),OUT:,cae,kathirvelan@GWS-9,(4
328,17:44:49,(ABAQUSLM),1683029742/0/6.19-1/0/64/4,63/4/cae/70944/kathirvelan/unknown/GWS-9,,
329,17:45:43,(ABAQUSLM),1683029796/1/6.19-1/4/cae/70944/kathirvelan/unknown/GWS-9,,,
330,17:45:43,(ABAQUSLM),IN:,cae,kathirvelan@GWS-9,(4
331,17:45:43,(ABAQUSLM),IN:,abaqus,kathirvelan@GWS-9,(4
332,17:47:55,(ABAQUSLM),OUT:,abaqus,kathirvelan@GWS-9,(4
333,17:47:55,(ABAQUSLM),OUT:,cae,kathirvelan@GWS-9,(4
334,17:47:55,(ABAQUSLM),1683029928/0/6.19-1/0/64/4,63/4/cae/48828/kathirvelan/unknown/GWS-9,,
335,17:50:56,(ABAQUSLM),1683030109/1/6.19-1/4/cae/48828/kathirvelan/unknown/GWS-9,,,
336,17:50:56,(ABAQUSLM),IN:,cae,kathirvelan@GWS-9,(4
337,17:50:56,(ABAQUSLM),IN:,abaqus,kathirvelan@GWS-9,(4
338,17:51:06,(ABAQUSLM),OUT:,abaqus,kathirvelan@GWS-9,(4
339,17:51:06,(ABAQUSLM),OUT:,cae,kathirvelan@GWS-9,(4
340,17:51:06,(ABAQUSLM),1683030120/0/6.19-1/0/64/4,63/4/cae/49216/kathirvelan/unknown/GWS-9,,
341,18:12:21,(ABAQUSLM),1683031394/1/6.19-1/4/cae/49216/kathirvelan/unknown/GWS-9,,,
342,18:12:21,(ABAQUSLM),IN:,cae,kathirvelan@GWS-9,(4
343,18:12:21,(ABAQUSLM),IN:,abaqus,kathirvelan@GWS-9,(4
344,18:49:27,(lmgrd),TIMESTAMP,5/2/2023,,
345,20:14:55,(ABAQUSLM),TIMESTAMP,5/2/2023,,
346,0:49:27,(lmgrd),TIMESTAMP,5/3/2023,,
347,2:19:57,(ABAQUSLM),TIMESTAMP,5/3/2023,,
348,6:49:27,(lmgrd),TIMESTAMP,5/3/2023,,
349,8:24:57,(ABAQUSLM),TIMESTAMP,5/3/2023,,
350,12:00:57,(ABAQUSLM),1683098913/1/6.17-1/34/sta_par/19407/kulbir/unknown/node348.igcar.gov.in,,,
351,12:00:58,(ABAQUSLM),IN:,standard,kulbir@node348.igcar.gov.in,(34
352,12:00:58,(ABAQUSLM),IN:,abaqus,kulbir@node348.igcar.gov.in,(34
353,12:00:58,(ABAQUSLM),IN:,parallel,kulbir@node348.igcar.gov.in,(96
354,12:49:27,(lmgrd),TIMESTAMP,5/3/2023,,
355,13:07:03,(ABAQUSLM),OUT:,abaqus,askmanson@head1.igcar.gov.in,(4
356,13:07:03,(ABAQUSLM),OUT:,cae,askmanson@head1.igcar.gov.in,(4
357,13:07:03,(ABAQUSLM),1683102879/0/6.19-1/0/64/4,29/4/cae/23634/askmanson/unknown/head1.igcar.gov.in,,
358,13:58:01,(ABAQUSLM),OUT:,abaqus,askmanson@node348.igcar.gov.in,(5
359,13:58:01,(ABAQUSLM),OUT:,standard,askmanson@node348.igcar.gov.in,(5
360,13:58:01,(ABAQUSLM),1683105937/0/6.19-1/0/64/5,34/5/standard/21786/askmanson/unknown/node348.igcar.gov.in,,
361,14:02:18,(ABAQUSLM),1683106194/1/6.19-1/5/standard/21786/askmanson/unknown/node348.igcar.gov.in,,,
362,14:02:18,(ABAQUSLM),IN:,standard,askmanson@node348.igcar.gov.in,(5
363,14:02:18,(ABAQUSLM),IN:,abaqus,askmanson@node348.igcar.gov.in,(5
364,14:06:35,(ABAQUSLM),OUT:,abaqus,askmanson@node348.igcar.gov.in,(25
365,14:06:35,(ABAQUSLM),OUT:,explicit,askmanson@node348.igcar.gov.in,(25
366,14:06:35,(ABAQUSLM),OUT:,parallel,askmanson@node348.igcar.gov.in,(48
367,14:06:36,(ABAQUSLM),1683106451/0/6.19-1/0/64/50,54/25/exp_par/24520/askmanson/unknown/node348.igcar.gov.in,,
368,14:09:03,(ABAQUSLM),IN:,abaqus,askmanson@head1.igcar.gov.in,(4
369,14:09:03,(ABAQUSLM),IN:,cae,askmanson@head1.igcar.gov.in,(4
370,14:29:57,(ABAQUSLM),TIMESTAMP,5/3/2023,,
371,17:50:55,(ABAQUSLM),OUT:,abaqus,Admin@GWS-8,(4
372,17:50:55,(ABAQUSLM),OUT:,cae,Admin@GWS-8,(4
373,17:50:55,(ABAQUSLM),1683116502/0/6.19-1/0/64/4,54/4/cae/464104/Admin/unknown/GWS-8,,
374,17:51:23,(ABAQUSLM),1683116530/1/6.19-1/4/cae/464104/Admin/unknown/GWS-8,,,
375,17:51:23,(ABAQUSLM),IN:,cae,Admin@GWS-8,(4
376,17:51:23,(ABAQUSLM),IN:,abaqus,Admin@GWS-8,(4
377,18:08:27,(ABAQUSLM),OUT:,abaqus,Admin@GWS-5,(4
378,18:08:27,(ABAQUSLM),OUT:,cae,Admin@GWS-5,(4
379,18:08:27,(ABAQUSLM),1683117553/0/6.19-1/0/64/4,54/4/cae/6532224/Admin/unknown/GWS-5,,
380,18:08:36,(ABAQUSLM),1683117562/1/6.19-1/4/cae/6532224/Admin/unknown/GWS-5,,,
381,18:08:36,(ABAQUSLM),IN:,cae,Admin@GWS-5,(4
382,18:08:36,(ABAQUSLM),IN:,abaqus,Admin@GWS-5,(4
383,18:08:55,(ABAQUSLM),OUT:,abaqus,Admin@GWS-5,(4
384,18:08:55,(ABAQUSLM),OUT:,cae,Admin@GWS-5,(4
385,18:08:55,(ABAQUSLM),1683117581/0/6.19-1/0/64/4,54/4/cae/6527468/Admin/unknown/GWS-5,,
386,18:09:37,(ABAQUSLM),1683117623/1/6.19-1/4/cae/6527468/Admin/unknown/GWS-5,,,
387,18:09:37,(ABAQUSLM),IN:,cae,Admin@GWS-5,(4
388,18:09:37,(ABAQUSLM),IN:,abaqus,Admin@GWS-5,(4
389,18:11:30,(ABAQUSLM),OUT:,abaqus,admin@GWS-6,(4
390,18:11:30,(ABAQUSLM),OUT:,cae,admin@GWS-6,(4
391,18:11:30,(ABAQUSLM),1683117737/0/6.19-1/0/64/4,54/4/cae/57152/admin/unknown/GWS-6,,
392,18:11:46,(ABAQUSLM),1683117753/1/6.19-1/4/cae/57152/admin/unknown/GWS-6,,,
393,18:11:46,(ABAQUSLM),IN:,cae,admin@GWS-6,(4
394,18:11:46,(ABAQUSLM),IN:,abaqus,admin@GWS-6,(4
395,18:13:22,(ABAQUSLM),OUT:,abaqus,admin@GWS-7,(4
396,18:13:22,(ABAQUSLM),OUT:,cae,admin@GWS-7,(4
397,18:13:22,(ABAQUSLM),1683117849/0/6.19-1/0/64/4,54/4/cae/11600/admin/unknown/GWS-7,,
398,18:13:46,(ABAQUSLM),1683117873/1/6.19-1/4/cae/11600/admin/unknown/GWS-7,,,
399,18:13:46,(ABAQUSLM),IN:,cae,admin@GWS-7,(4
400,18:13:46,(ABAQUSLM),IN:,abaqus,admin@GWS-7,(4
401,18:15:14,(ABAQUSLM),OUT:,abaqus,Admin@GWS-9,(4
402,18:15:14,(ABAQUSLM),OUT:,cae,Admin@GWS-9,(4
403,18:15:14,(ABAQUSLM),1683117961/0/6.19-1/0/64/4,54/4/cae/79384/Admin/unknown/GWS-9,,
404,18:15:27,(ABAQUSLM),1683117974/1/6.19-1/4/cae/79384/Admin/unknown/GWS-9,,,
405,18:15:27,(ABAQUSLM),IN:,cae,Admin@GWS-9,(4
406,18:15:27,(ABAQUSLM),IN:,abaqus,Admin@GWS-9,(4
407,18:16:29,(ABAQUSLM),OUT:,abaqus,Admin@GWS-10,(4
408,18:16:29,(ABAQUSLM),OUT:,cae,Admin@GWS-10,(4
409,18:16:30,(ABAQUSLM),1683118036/0/6.19-1/0/64/4,54/4/cae/137768/Admin/unknown/GWS-10,,
410,18:16:46,(ABAQUSLM),1683118052/1/6.19-1/4/cae/137768/Admin/unknown/GWS-10,,,
411,18:16:46,(ABAQUSLM),IN:,cae,Admin@GWS-10,(4
412,18:16:46,(ABAQUSLM),IN:,abaqus,Admin@GWS-10,(4
413,18:17:56,(ABAQUSLM),OUT:,abaqus,Admin@GWS-11,(4
414,18:17:56,(ABAQUSLM),OUT:,cae,Admin@GWS-11,(4
415,18:17:56,(ABAQUSLM),1683118123/0/6.19-1/0/64/4,54/4/cae/121040/Admin/unknown/GWS-11,,
416,18:17:59,(ABAQUSLM),1683118125/1/6.19-1/4/cae/121040/Admin/unknown/GWS-11,,,
417,18:17:59,(ABAQUSLM),IN:,cae,Admin@GWS-11,(4
418,18:17:59,(ABAQUSLM),IN:,abaqus,Admin@GWS-11,(4
419,18:18:28,(ABAQUSLM),OUT:,abaqus,Admin@GWS-11,(4
420,18:18:28,(ABAQUSLM),OUT:,cae,Admin@GWS-11,(4
421,18:18:28,(ABAQUSLM),1683118155/0/6.19-1/0/64/4,54/4/cae/140160/Admin/unknown/GWS-11,,
422,18:18:30,(ABAQUSLM),1683118157/1/6.19-1/4/cae/140160/Admin/unknown/GWS-11,,,
423,18:18:31,(ABAQUSLM),IN:,cae,Admin@GWS-11,(4
424,18:18:31,(ABAQUSLM),IN:,abaqus,Admin@GWS-11,(4
425,18:19:36,(ABAQUSLM),OUT:,abaqus,Admin@GWS-11,(4
426,18:19:36,(ABAQUSLM),OUT:,cae,Admin@GWS-11,(4
427,18:19:36,(ABAQUSLM),1683118223/0/6.19-1/0/64/4,54/4/cae/153628/Admin/unknown/GWS-11,,
428,18:19:39,(ABAQUSLM),1683118226/1/6.19-1/4/cae/153628/Admin/unknown/GWS-11,,,
429,18:19:39,(ABAQUSLM),IN:,cae,Admin@GWS-11,(4
430,18:19:39,(ABAQUSLM),IN:,abaqus,Admin@GWS-11,(4
431,18:21:03,(ABAQUSLM),OUT:,abaqus,admin@GWS-12,(4
432,18:21:03,(ABAQUSLM),OUT:,cae,admin@GWS-12,(4
433,18:21:03,(ABAQUSLM),1683118310/0/6.19-1/0/64/4,54/4/cae/17576/admin/unknown/GWS-12,,
434,18:21:30,(ABAQUSLM),1683118337/1/6.19-1/4/cae/17576/admin/unknown/GWS-12,,,
435,18:21:30,(ABAQUSLM),IN:,cae,admin@GWS-12,(4
436,18:21:30,(ABAQUSLM),IN:,abaqus,admin@GWS-12,(4
437,18:27:49,(ABAQUSLM),OUT:,abaqus,admin@GWS-13,(4
438,18:27:49,(ABAQUSLM),OUT:,cae,admin@GWS-13,(4
439,18:27:49,(ABAQUSLM),1683118716/0/6.19-1/0/64/4,54/4/cae/128952/admin/unknown/GWS-13,,
440,18:28:07,(ABAQUSLM),1683118734/1/6.19-1/4/cae/128952/admin/unknown/GWS-13,,,
441,18:28:07,(ABAQUSLM),IN:,cae,admin@GWS-13,(4
442,18:28:07,(ABAQUSLM),IN:,abaqus,admin@GWS-13,(4
443,18:34:04,(ABAQUSLM),OUT:,abaqus,Admin@GWS-14,(4
444,18:34:04,(ABAQUSLM),OUT:,cae,Admin@GWS-14,(4
445,18:34:04,(ABAQUSLM),1683119091/0/6.17-1/0/64/4,54/4/cae/9740/Admin/unknown/GWS-14,,
446,18:34:20,(ABAQUSLM),1683119107/1/6.17-1/4/cae/9740/Admin/unknown/GWS-14,,,
447,18:34:20,(ABAQUSLM),IN:,cae,Admin@GWS-14,(4
448,18:34:20,(ABAQUSLM),IN:,abaqus,Admin@GWS-14,(4
449,18:36:03,(ABAQUSLM),OUT:,abaqus,Admin@GWS-14,(4
450,18:36:03,(ABAQUSLM),OUT:,cae,Admin@GWS-14,(4
451,18:36:03,(ABAQUSLM),1683119210/0/6.17-1/0/64/4,54/4/cae/3296/Admin/unknown/GWS-14,,
452,18:36:25,(ABAQUSLM),1683119232/1/6.17-1/4/cae/3296/Admin/unknown/GWS-14,,,
453,18:36:25,(ABAQUSLM),IN:,cae,Admin@GWS-14,(4
454,18:36:25,(ABAQUSLM),IN:,abaqus,Admin@GWS-14,(4
455,18:42:57,(ABAQUSLM),OUT:,abaqus,admin@GWS-17,(4
456,18:42:57,(ABAQUSLM),OUT:,cae,admin@GWS-17,(4
457,18:42:57,(ABAQUSLM),1683119624/0/6.19-1/0/64/4,54/4/cae/52136/admin/unknown/GWS-17,,
458,18:43:17,(ABAQUSLM),1683119643/1/6.19-1/4/cae/52136/admin/unknown/GWS-17,,,
459,18:43:17,(ABAQUSLM),IN:,cae,admin@GWS-17,(4
460,18:43:17,(ABAQUSLM),IN:,abaqus,admin@GWS-17,(4
461,18:49:27,(lmgrd),TIMESTAMP,5/3/2023,,
462,20:34:57,(ABAQUSLM),TIMESTAMP,5/3/2023,,
463,0:49:27,(lmgrd),TIMESTAMP,5/4/2023,,
464,2:39:59,(ABAQUSLM),TIMESTAMP,5/4/2023,,
465,6:49:27,(lmgrd),TIMESTAMP,5/4/2023,,
466,8:44:59,(ABAQUSLM),TIMESTAMP,5/4/2023,,
467,10:01:42,(ABAQUSLM),OUT:,abaqus,kulbir@GWS-7,(4
468,10:01:42,(ABAQUSLM),OUT:,cae,kulbir@GWS-7,(4
469,10:01:42,(ABAQUSLM),1683174745/0/6.19-1/0/64/4,54/4/cae/40812/kulbir/unknown/GWS-7,,
470,10:09:15,(ABAQUSLM),IN:,abaqus,kulbir@GWS-7,(4
471,10:09:15,(ABAQUSLM),IN:,cae,kulbir@GWS-7,(4
472,10:14:41,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(8
473,10:14:41,(ABAQUSLM),OUT:,standard,prince@GWS-9,(8
474,10:14:41,(ABAQUSLM),OUT:,parallel,prince@GWS-9,(4
475,10:14:41,(ABAQUSLM),1683175524/0/6.19-1/0/64/8,58/8/sta_par/67768/prince/unknown/GWS-9,,
476,10:15:24,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(4
477,10:15:24,(ABAQUSLM),OUT:,cae,prince@GWS-9,(4
478,10:15:24,(ABAQUSLM),1683175567/0/6.19-1/0/64/4,62/4/cae/62820/prince/unknown/GWS-9,,
479,10:15:36,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
480,10:15:36,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Licensed
481,10:16:40,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
482,10:16:40,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Licensed
483,10:18:05,(ABAQUSLM),DENIED:,abaqus,kulbir@GWS-7,(4
484,10:18:05,(ABAQUSLM),DENIED:,cae,kulbir@GWS-7,(Licensed
485,10:20:30,(ABAQUSLM),1683175873/1/6.19-1/4/cae/62820/prince/unknown/GWS-9,,,
486,10:20:30,(ABAQUSLM),IN:,cae,prince@GWS-9,(4
487,10:20:30,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(4
488,10:20:43,(ABAQUSLM),OUT:,abaqus,kulbir@GWS-7,(4
489,10:20:43,(ABAQUSLM),OUT:,cae,kulbir@GWS-7,(4
490,10:20:43,(ABAQUSLM),1683175886/0/6.19-1/0/64/4,62/4/cae/9432/kulbir/unknown/GWS-7,,
491,12:43:17,(ABAQUSLM),1683184439/1/6.19-1/4/cae/9432/kulbir/unknown/GWS-7,,,
492,12:43:17,(ABAQUSLM),IN:,cae,kulbir@GWS-7,(4
493,12:43:17,(ABAQUSLM),IN:,abaqus,kulbir@GWS-7,(4
494,12:49:27,(lmgrd),TIMESTAMP,5/4/2023,,
495,12:55:03,(ABAQUSLM),OUT:,abaqus,prince@GWS-8,(4
496,12:55:03,(ABAQUSLM),OUT:,cae,prince@GWS-8,(4
497,12:55:04,(ABAQUSLM),1683185146/0/6.19-1/0/64/4,62/4/cae/467804/prince/unknown/GWS-8,,
498,13:01:33,(ABAQUSLM),1683185535/1/6.19-1/4/cae/467804/prince/unknown/GWS-8,,,
499,13:01:33,(ABAQUSLM),IN:,cae,prince@GWS-8,(4
500,13:01:33,(ABAQUSLM),IN:,abaqus,prince@GWS-8,(4
501,13:02:40,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(4
502,13:02:40,(ABAQUSLM),OUT:,cae,prince@GWS-9,(4
503,13:02:40,(ABAQUSLM),1683185603/0/6.19-1/0/64/4,62/4/cae/67672/prince/unknown/GWS-9,,
504,13:19:49,(ABAQUSLM),1683186631/1/6.19-1/8/sta_par/67768/prince/unknown/GWS-9,,,
505,13:19:49,(ABAQUSLM),IN:,standard,prince@GWS-9,(8
506,13:19:49,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(8
507,13:19:49,(ABAQUSLM),IN:,parallel,prince@GWS-9,(4
508,13:20:07,(ABAQUSLM),OUT:,abaqus,prince@GWS-9,(8
509,13:20:07,(ABAQUSLM),OUT:,standard,prince@GWS-9,(8
510,13:20:08,(ABAQUSLM),OUT:,parallel,prince@GWS-9,(4
511,13:20:08,(ABAQUSLM),1683186650/0/6.19-1/0/64/8,62/8/sta_par/65144/prince/unknown/GWS-9,,
512,13:21:08,(ABAQUSLM),1683186710/1/6.19-1/4/cae/67672/prince/unknown/GWS-9,,,
513,13:21:08,(ABAQUSLM),IN:,cae,prince@GWS-9,(4
514,13:21:08,(ABAQUSLM),IN:,abaqus,prince@GWS-9,(4
515,14:28:34,(ABAQUSLM),DENIED:,abaqus,kulbir@node350.igcar.gov.in,(8
516,14:28:34,(ABAQUSLM),DENIED:,standard,kulbir@node350.igcar.gov.in,(8
517,14:28:34,(ABAQUSLM),QUEUED:,abaqus,kulbir@node350.igcar.gov.in,(8
518,14:28:34,(ABAQUSLM),OUT:,standard,kulbir@node350.igcar.gov.in,(8
519,14:39:28,(ABAQUSLM),DENIED:,abaqus,kulbir@node351.igcar.gov.in,(5
520,14:39:28,(ABAQUSLM),DENIED:,standard,kulbir@node351.igcar.gov.in,(5
521,14:39:28,(ABAQUSLM),QUEUED:,abaqus,kulbir@node351.igcar.gov.in,(5
522,14:39:28,(ABAQUSLM),OUT:,standard,kulbir@node351.igcar.gov.in,(5
523,14:42:50,(ABAQUSLM),DEQUEUED:,abaqus,kulbir@node350.igcar.gov.in,(8
524,14:42:50,(ABAQUSLM),OUT:,abaqus,kulbir@node351.igcar.gov.in,(5
525,14:42:50,(ABAQUSLM),IN:,standard,kulbir@node350.igcar.gov.in,(8
526,14:42:58,(ABAQUSLM),1683195033/0/6.17-1/0/64/13,63/5/standard/22255/kulbir/unknown/node351.igcar.gov.in,,
527,14:49:57,(ABAQUSLM),1683195452/1/6.17-1/5/standard/22255/kulbir/unknown/node351.igcar.gov.in,,,
528,14:49:57,(ABAQUSLM),IN:,standard,kulbir@node351.igcar.gov.in,(5
529,14:49:57,(ABAQUSLM),IN:,abaqus,kulbir@node351.igcar.gov.in,(5
530,14:50:01,(ABAQUSLM),TIMESTAMP,5/4/2023,,
531,14:50:16,(ABAQUSLM),OUT:,abaqus,kulbir@node350.igcar.gov.in,(6
532,14:50:16,(ABAQUSLM),OUT:,standard,kulbir@node350.igcar.gov.in,(6
533,14:50:16,(ABAQUSLM),OUT:,parallel,kulbir@node350.igcar.gov.in,(2
534,14:50:16,(ABAQUSLM),1683195471/0/6.17-1/0/64/14,64/6/sta_par/31085/kulbir/unknown/node350.igcar.gov.in,,
535,14:52:56,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node351.igcar.gov.in,(8
536,14:52:56,(ABAQUSLM),DENIED:,standard,rosysarkar@node351.igcar.gov.in,(8
537,14:52:56,(ABAQUSLM),QUEUED:,abaqus,rosysarkar@node351.igcar.gov.in,(8
538,14:52:56,(ABAQUSLM),OUT:,standard,rosysarkar@node351.igcar.gov.in,(8
539,14:56:07,(ABAQUSLM),1683195822/1/6.17-1/6/sta_par/31085/kulbir/unknown/node350.igcar.gov.in,,,
540,14:56:07,(ABAQUSLM),IN:,standard,kulbir@node350.igcar.gov.in,(6
541,14:56:07,(ABAQUSLM),IN:,abaqus,kulbir@node350.igcar.gov.in,(6
542,14:56:07,(ABAQUSLM),IN:,parallel,kulbir@node350.igcar.gov.in,(2
543,15:08:26,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node351.igcar.gov.in,(8
544,15:08:26,(ABAQUSLM),DENIED:,standard,rosysarkar@node351.igcar.gov.in,(8
545,15:23:56,(ABAQUSLM),DENIED:,abaqus,rosysarkar@node351.igcar.gov.in,(8
546,15:23:56,(ABAQUSLM),DENIED:,standard,rosysarkar@node351.igcar.gov.in,(8
547,15:28:45,(ABAQUSLM),DENIED:,abaqus,kulbir@node350.igcar.gov.in,(6
548,15:28:45,(ABAQUSLM),DENIED:,standard,kulbir@node350.igcar.gov.in,(6
549,15:28:45,(ABAQUSLM),QUEUED:,abaqus,kulbir@node350.igcar.gov.in,(6
550,15:28:45,(ABAQUSLM),OUT:,standard,kulbir@node350.igcar.gov.in,(6
551,15:32:52,(ABAQUSLM),DEQUEUED:,abaqus,rosysarkar@node351.igcar.gov.in,(8
552,15:32:52,(ABAQUSLM),OUT:,abaqus,kulbir@node350.igcar.gov.in,(6
553,15:32:52,(ABAQUSLM),IN:,standard,rosysarkar@node351.igcar.gov.in,(8
554,15:33:15,(ABAQUSLM),OUT:,parallel,kulbir@node350.igcar.gov.in,(2
555,15:33:16,(ABAQUSLM),1683198051/0/6.17-1/0/64/14,64/6/sta_par/10554/kulbir/unknown/node350.igcar.gov.in,,
556,15:37:48,(ABAQUSLM),1683198323/1/6.17-1/6/sta_par/10554/kulbir/unknown/node350.igcar.gov.in,,,
557,15:37:48,(ABAQUSLM),IN:,standard,kulbir@node350.igcar.gov.in,(6
558,15:37:48,(ABAQUSLM),IN:,abaqus,kulbir@node350.igcar.gov.in,(6
559,15:37:48,(ABAQUSLM),IN:,parallel,kulbir@node350.igcar.gov.in,(2
560,18:49:27,(lmgrd),TIMESTAMP,5/4/2023,,
561,20:55:02,(ABAQUSLM),TIMESTAMP,5/4/2023,,
562,0:49:27,(lmgrd),TIMESTAMP,5/5/2023,,
563,3:00:02,(ABAQUSLM),TIMESTAMP,5/5/2023,,
564,6:49:27,(lmgrd),TIMESTAMP,5/5/2023,,
565,6:53:28,(ABAQUSLM),1683253263/1/6.19-1/25/exp_par/32482/askmanson/unknown/node352.igcar.gov.in,,,
566,6:53:28,(ABAQUSLM),IN:,explicit,askmanson@node352.igcar.gov.in,(25
567,6:53:28,(ABAQUSLM),IN:,abaqus,askmanson@node352.igcar.gov.in,(25
568,6:53:28,(ABAQUSLM),IN:,parallel,askmanson@node352.igcar.gov.in,(48
569,9:05:02,(ABAQUSLM),TIMESTAMP,5/5/2023,,
570,12:49:27,(lmgrd),TIMESTAMP,5/5/2023,,
571,15:10:06,(ABAQUSLM),TIMESTAMP,5/5/2023,,
572,17:11:25,(ABAQUSLM),OUT:,abaqus,kulbir@node350.igcar.gov.in,(30
573,17:11:25,(ABAQUSLM),OUT:,standard,kulbir@node350.igcar.gov.in,(30
574,17:11:25,(ABAQUSLM),OUT:,parallel,kulbir@node350.igcar.gov.in,(72
575,17:11:25,(ABAQUSLM),1683290340/0/6.17-1/0/64/38,63/30/sta_par/23083/kulbir/unknown/node350.igcar.gov.in,,
576,17:30:44,(ABAQUSLM),DENIED:,abaqus,kulbir@node353.igcar.gov.in,(30
577,17:30:44,(ABAQUSLM),DENIED:,standard,kulbir@node353.igcar.gov.in,(30
578,17:30:44,(ABAQUSLM),QUEUED:,abaqus,kulbir@node353.igcar.gov.in,(30
579,17:30:44,(ABAQUSLM),QUEUED:,standard,kulbir@node353.igcar.gov.in,(30
580,17:37:17,(ABAQUSLM),1683291892/1/6.17-1/30/sta_par/23083/kulbir/unknown/node350.igcar.gov.in,,,
581,17:37:17,(ABAQUSLM),IN:,standard,kulbir@node350.igcar.gov.in,(30
582,17:37:17,(ABAQUSLM),OUT:,standard,kulbir@node353.igcar.gov.in,(30
583,17:37:17,(ABAQUSLM),IN:,abaqus,kulbir@node350.igcar.gov.in,(30
584,17:37:17,(ABAQUSLM),OUT:,abaqus,kulbir@node353.igcar.gov.in,(30
585,17:37:17,(ABAQUSLM),IN:,parallel,kulbir@node350.igcar.gov.in,(72
586,17:37:44,(ABAQUSLM),OUT:,parallel,kulbir@node353.igcar.gov.in,(72
587,17:37:45,(ABAQUSLM),1683291920/0/6.17-1/0/64/38,63/30/sta_par/9203/kulbir/unknown/node353.igcar.gov.in,,
588,17:50:19,(ABAQUSLM),DENIED:,abaqus,kulbir@node350.igcar.gov.in,(30
589,17:50:19,(ABAQUSLM),DENIED:,standard,kulbir@node350.igcar.gov.in,(30
590,17:50:19,(ABAQUSLM),QUEUED:,abaqus,kulbir@node350.igcar.gov.in,(30
591,17:50:19,(ABAQUSLM),QUEUED:,standard,kulbir@node350.igcar.gov.in,(30
592,18:05:49,(ABAQUSLM),DENIED:,abaqus,kulbir@node350.igcar.gov.in,(30
593,18:05:49,(ABAQUSLM),DENIED:,standard,kulbir@node350.igcar.gov.in,(30
594,18:21:19,(ABAQUSLM),DENIED:,abaqus,kulbir@node350.igcar.gov.in,(30
595,18:21:19,(ABAQUSLM),DENIED:,standard,kulbir@node350.igcar.gov.in,(30
596,18:36:49,(ABAQUSLM),DENIED:,abaqus,kulbir@node350.igcar.gov.in,(30
597,18:36:49,(ABAQUSLM),DENIED:,standard,kulbir@node350.igcar.gov.in,(30
598,18:49:27,(lmgrd),TIMESTAMP,5/5/2023,,
